[00:00] 來來來開始囉 大家晚安
[00:05] 大家晚安 收發音樂
[00:07] 大家晚安大家好 來聯絡點一下
[00:11] 晚安晚安 來趕快進來趕快進來
[00:15] 在直播間就可以這樣大吵大鬧
[208:38] 好不好
[208:38] 非常厲害
[208:40] 一包吃165克
[208:41] 對
[208:41] 好不好
[208:42] 165克
[208:43] 夾鏈帶包裝
[208:44] 好不好
[208:45] 夾鏈帶包裝
[208:46] 夾鍊帶包裝
[208:46] 對
[208:47] 可見很好吃
[208:48] 素食者可以吃嗎
[208:49] 它基本上是水果
[208:50] 我等一下幫你們確認一下
[208:51] 但是因為它有乳酸菌
[208:52] 所以它是那個
[208:53] 那叫什麼
[208:54] 奶素
[208:55] 好不好
[208:56] 如果你本身有在吃
[208:57] 哦沒有
[208:57] 它是植物性的乳酸菌
[208:59] 所以可以哦
[209:00] 好不好
[209:00] 但加了蛋白你要確認
[209:01] 加了蛋白應該不是素食的
[209:03] 所以我先幫你們確認一下
[209:05] 來
[209:05] 對
[209:06] 我先跟大家講
[209:07] 日本連線只有四天
[209:09] 那因為滿三千免運
[209:10] 然後呢
[209:11] 滿888跟滿
[209:12] 一萬兩千八百八十八
[209:13] 跟滿兩萬都要滿合證
[209:15] 所以你不用急著結單
[209:17] 除非你確定我後面三千
[209:18] 我都
[209:18] 我都不會看了
[209:20] 因為我們後面三千都很精彩
[209:21] 對
[209:22] 你看全部看人家一起結單
[209:23] 不用每場結
[209:24] 每場結再去
[209:25] 再去試試小包的時候
[209:26] 你要結
[209:27] 要並單
[209:28] 小包的時候
[209:29] 結你們
[209:30] 超過四千
[209:31] 明天看完再去結
[209:33] 對啊
[209:33] 全部看完
[209:34] 然後
[209:34] 確定要不要拿到滿合證
[209:36] 這樣子
[209:37] 在一起做結單
[209:38] 這晚結單時間是九
[209:40] 九月
[209:40] 這個等一下
[209:41] 好不好
[209:42] 不然我等一下就不等了
[209:43] 我直接開
[209:43] 你們之後自己看
[209:44] 可以看網路上
[209:45] 有沒有影片比較快
[209:46] 好我找一下
[209:47] 九最晚結單時間
[209:48] 是九月九號的中午十二點
[209:50] 要完成結單
[209:51] 並且完成付款
[209:52] 所以你就是記得在九月九號之前
[209:55] 幫我做結單
[209:56] 那你作為我今天已經
[209:57] 滿三千免運了
[209:58] 也拿到滿合證了
[210:00] 我想要先結一單
[210:01] 那當然也可以
[210:02] 先結單順序會排在前面
[210:04] 好不好
[210:04] 但不用每場結單
[210:05] 好不好
[210:06] 這不是A01
[210:07] 這已經來到A41標了
[210:11] 什麼名叫
[210:12] 裡面數值不行
[210:13] 數值不行
[210:14] 好不好
[210:14] 它裡面的膠原蛋白
[210:16] 數值不行
[210:17] 好不好
[210:17] 來
[210:18] 這個要的朋友A41加音
[210:20] 好不好
[210:20] A41加音
[210:22] 來今天這個價錢
[210:24] 開給大家
[210:25] 來
[210:25] A41加音
[210:26] 今天這個
[210:28] 哎
[210:28] 就是非常好吃的這個水果乾
[210:31] 四種水果
[210:32] 一次擁有四種水果
[210:33] 膳食纖維維他密西
[210:35] 再加我們的植物性的
[210:36] 那個乳酸菌KY
[210:38] 再加我們的膠原蛋白在裡面
[210:40] 今天給大家A41加音
[210:44] 商城價390塊
[210:47] 線上價350塊
[210:49] 帶回家
[210:50] 好不好
[210:50] 商城價390像價350塊
[210:54] 350塊
[210:55] 然後來
[210:56] 這個我查得到就直接賣了
[210:59] 哎太晚了
[210:59] 人家也走了
[211:01] 他讓你就先賣
[211:03] 好來
[211:04] 這個是A41哦
[211:05] 再講一次哦
[211:06] 四種水果乾好不好
[211:08] 四種水果乾切片有草莓水蜜桃香蕉
[211:11] 跟我們的
[211:12] 跟我們的蘋果
[211:13] 好不好根本是蘋果
[211:15] 直接每一口都吃到慢慢的
[211:16] 那個水果的養分
[211:17] 好不好
[211:18] 香菇可以加哦
[211:19] 香菇是A多少
[211:21] 香菇A31
[211:22] A31
[211:23] 香菇A31加音
[211:24] 我們的直播都可以直播回放加單
[211:27] 來線上超級多新朋友來
[211:29] 新朋友
[211:30] 你要罕擔
[211:31] 你要先加入我們的那個賴社群
[211:34] 我們的VIP社群加入才可以罕擔
[211:37] 你如果你要加入
[211:38] 然後呢
[211:38] 幫我們領取購物金
[211:40] 你才可以罕擔好不好
[211:42] 才可以罕擔
[211:42] 我們裡面會有告訴你直播的規則
[211:44] 先加入我們VIP社群才可以罕擔
[211:47] 那我們可以直播回放罕擔
[211:49] 如果我有開線上架
[211:50] 直播回放罕擔一樣都有線上架
[211:53] 來A31我要過標了哦
[211:54] 線上架一包只要350塊
[211:57] 好不好
[211:57] 350塊你們要的趕快自己加
[212:00] 線上架只要350塊
[212:03] 來再來
[212:05] 這個等一下泡一下好了
[212:07] 來再來這個之前買過都說讚
[212:09] 好不好
[212:10] 這個呢可以當那個冰沙好不好
[212:13] 可以當冰沙
[212:14] 這個之前有沒有人買過
[212:16] 這個我們之前賣賣的非常好
[212:18] 好不好
[212:18] 他可以冰在冰箱冰冰吃
[212:21] 非常好吃
[212:22] 他跟剛剛那個菊若
[212:23] 菊若有點像
[212:24] 那大家放在冰箱裡面呢
[212:26] 可以變成冰沙好不好
[212:28] 可以變成冰沙
[212:29] 然後有四種口味
[212:31] 來我看一下哦
[212:32] 好
[212:33] 五五三
[212:36] 來這個一包
[212:37] 裡面要有八十個
[212:40] 然後跟剛剛菊若果凍的口味不太一樣
[212:43] 它裡面有蘋果
[212:44] 然後有水蜜桃
[212:46] 然後有芒果好不好
[212:48] 然後有葡萄好不好
[212:49] 有葡萄哦
[212:51] 那他叫做雪
[212:52] 雪果水果冰沙
[212:54] 一包有十八克
[212:56] 那建議大家哦
[212:58] 你就是要把它冰在冰箱裡面
[213:00] 冷凍庫裡面
[213:02] 然後他呢倒出來或者直接打撕開來吃
[213:05] 是冰冰涼涼的冰沙口感
[213:07] 或者是你把它倒在如果家裡有這種
[213:10] 像這種冰淇淋杯
[213:12] 你就把它擠在冰淇淋杯裡面吃
[213:14] 它變一個水果冰沙
[213:16] 水果冰沙很好吃好不好
[213:18] 很好吃
[213:19] 那你如果沒有放在那個
[213:21] 沒有放在冷凍庫裡面
[213:23] 他直接你這樣打開
[213:25] 就是有點像那種水果汁的感覺
[213:27] 那建議大家
[213:28] 他標準的做法就是收到之後
[213:30] 對放在冷凍庫
[213:32] 然後夏天
[213:33] 就是直接撕開吃冰冰涼涼或者倒出來
[213:36] 冰冰涼涼非常好吃
[213:37] 那裡面總共是
[213:39] 八十包
[213:41] 上面的說明也不對
[213:43] 只有四十包
[213:44] 對他下面他這邊是寫八十
[213:47] 我看一下哦
[213:48] 八十個啊
[213:49] 水果桌那個我們是大包裝的是不是
[213:51] 八十路的
[213:51] 對一百四一千四百四十克
[213:55] 好
[213:56] 我這邊補
[213:57] 那價錢對嗎
[213:58] 價錢是對的
[214:00] 對這樣是對的好來
[214:02] 這個很好吃哦
[214:03] 適中口味
[214:04] 然後可以這次吃成綜合水果冰沙
[214:06] 齁超級好吃超級好吃冰在冷凍庫
[214:09] 就對了
[214:09] 來今天要的朋友
[214:11] A42加1好不好
[214:13] A42加1
[214:14] 我們之前有賣過對不對
[214:17] 容量不一樣大
[214:18] 來看一下
[214:26] 一樣的一樣規格的好
[214:31] 等等我們看一下
[214:32] 因為這個之前有開過標
[214:33] 我看一下之前的價錢
[214:39] 等等哦
[214:40] 好幫你確定一下
[214:43] 好來
[214:43] 我們按照之前的價格
[214:45] 開給大家好了好不好
[214:46] 這間限量的來
[214:47] 之前是限量是不是
[214:49] 來商城加799
[214:51] 線上含單的朋友
[214:52] 今天給大家699單回家好不好
[214:55] A42加1
[214:56] 商城加799
[214:58] 線上加699
[214:59] 之前限量哦
[215:00] 對他本身是那個
[215:02] 他本身的國資含量就是
[215:03] 一包有20%20%
[215:04] 一包有20%
[215:06] 齁699
[215:07] 然後等於一個這個冰沙
[215:08] 一包這樣才8塊錢
[215:09] 他有葡萄水蜜桃
[215:11] 所以葡萄水蜜桃
[215:13] 蘋果芒果
[215:17] A24是什麼
[215:18] A24你要往前滑
[215:19] 我現在也沒辦法高中間設置
[215:21] 給我幫忙查一下好不好
[215:23] 來這個是A42加1
[215:25] 線上含單的朋友只要699
[215:28] 好不好699
[215:29] 送入濃湯
[215:30] A24是送入濃湯好不好
[215:32] A24是送入濃湯
[215:35] A24是送入濃湯
[215:36] 來這個你們有喜歡的
[215:38] 之前買過覺得超讚
[215:39] 因為之前是限量的好不好
[215:41] 那今天又有貨了
[215:43] 你直接放在冷凍裡面
[215:44] 他會變冰沙
[215:45] 啊你直接喝
[215:46] 他是有點那種
[215:47] 就是像水果汁的感覺
[215:49] 然後呢
[215:50] 他的果汁含量打20%以上
[215:52] 好不好20%以上
[215:54] 裡面80個
[215:54] 這小朋友會超喜歡
[215:55] 真的大人和大人
[215:57] 直接吃冰沙也可以好不好
[215:59] 來這個要自己加的
[216:00] 關鍵字是A42加1
[216:03] A42
[216:05] 來再來
[216:06] 我們再來泡一個
[216:07] 這個是日冬紅茶出品的
[216:09] 夏季限定好不好
[216:11] 夏季限定
[216:12] 我們就是要清涼消暑
[216:14] 所以呢
[216:15] 他有出了這個荔枝好不好
[216:18] 荔枝鹽
[216:18] 而且他用的是沖繩海鹽
[216:21] 好不好你們如果去沖繩
[216:23] 玩都知道沖繩會賣一些海鹽的商品
[216:26] 海鹽的商品
[216:27] 然後裡面呢
[216:28] 也是一個粉末狀的
[216:30] 好不好
[216:31] 粉末狀的直接加水沖泡就可以了
[216:33] 那裡面是60
[216:35] 60包
[216:36] 好不好60包我來喝看看
[216:40] 很好喝清爽耶
[216:42] 他的荔枝
[216:44] 不是不會太甜好不好
[216:45] 是清爽的清爽的感覺
[216:47] 然後鹽也不會太鹹
[216:49] 搭配起來超好喝
[216:50] 鹹鹹甜甜的
[216:53] 超好喝
[216:54] 很好喝
[216:54] 超級好喝
[216:55] 保證好喝
[216:56] 真的好喝好不好
[216:57] 來裡面還有豐富的維他命C好不好
[217:01] 然後荔枝不會太鹹
[217:02] 我跟你講有些荔枝吃起來
[217:04] 有咻滴
[217:05] 他不會
[217:05] 他呢搭配這個鹽
[217:07] 我跟你講搭配了100分
[217:08] 超級好喝
[217:09] 然後呢
[217:10] 很清爽
[217:11] 很解膩好不好
[217:12] 很清爽很解膩
[217:14] 來
[217:14] 然後這個是季節限定
[217:16] 好不好季節限定
[217:17] 所以你們要的
[217:18] 今天要更好
[217:20] 然後呢
[217:20] 一包粉搭配
[217:22] 冷水
[217:22] 冷水熱水上都可以
[217:24] 到底沒有
[217:25] 沒有他夏天水煎衣
[217:26] 冷水熱水熱湯
[217:28] 啊就是但是
[217:29] 會沒有那麼好啊
[217:30] 沒有時候沒有那麼好啦
[217:33] 冰的會比較好喝啦
[217:34] 冰冰喝更好喝啦
[217:35] 然後可以補充水分跟補充
[217:37] 溫水
[217:38] 溫水溫水
[217:39] 溫水
[217:40] 補充水分跟補充鹽分都可以
[217:42] 然後一杯
[217:43] 一杯他的食鹽相當量大概0.26
[217:46] 是用沖繩
[217:47] 沖繩的海鹽好不好
[217:49] 來
[217:49] 這個超級好喝的
[217:50] 而且非常清爽
[217:51] 外面喝不到這種
[217:52] 荔枝加鹽的這種口感
[217:54] 他很好喝
[217:55] 然後你可以自己加氣泡水
[217:57] 他就會變一個氣泡風味
[217:58] 飲
[217:59] 氣泡水也非常好喝
[218:00] 來
[218:01] 這個要的等一下幫我打A43
[218:03] A43
[218:04] 然後我剛有跟你們講哦
[218:05] 60
[218:07] 60包
[218:08] 對
[218:08] 好不好
[218:09] 然後2028年3月
[218:10] 你要不要給他們看一下
[218:12] 那不要錢
[218:12] 你來幫我唸我給他們看
[218:15] 我會看到嗎
[218:16] 吉利丁才會變成荔枝果豆
[218:18] 然後加那個
[218:19] 加那個
[218:20] 加那個奶酪
[218:21] 他會變成那個荔枝奶酪
[218:23] 荔枝奶酪
[218:23] 然後加牛奶
[218:24] 他會變荔枝那個
[218:26] 血肉
[218:26] 血酪飲
[218:27] 就是那個
[218:28] 類似優格那樣子
[218:29] 然後加水果
[218:30] 就變成水果荔枝的那個
[218:32] 另外一個飲料
[218:32] 水果荔枝飲料
[218:33] 做成水果的
[218:34] 因為它是粉末狀
[218:35] 所以你可以自己調配好不好
[218:37] 可以自己呢
[218:38] 就是
[218:39] 就是生活滋味王
[218:40] 可以自己調配一下
[218:41] 簡單不知道怎麼用
[218:42] 你就可以用成一個這個荔枝
[218:44] 風味
[218:45] 氣泡
[218:45] 風味飲喝
[218:46] 來
[218:47] 今天要的是
[218:47] A43加1
[218:49] 6
[218:50] 剛剛我跟大家講有60入喔
[218:51] 好不好
[218:52] 就算我一杯半也20塊也很便宜了吧
[218:54] 也要1200塊
[218:56] 來今天要的
[218:57] A43加1
[218:59] 今天給大家
[219:00] 我算一下
[219:01] 商城價790
[219:03] 現在價690塊
[219:04] 690
[219:05] 690出於20條喔
[219:07] 好不好
[219:07] 60條
[219:09] 對不起
[219:09] 60條
[219:10] 對
[219:10] 60條
[219:11] 一杯幾塊錢
[219:12] 11塊5
[219:14] 好不好
[219:14] 一杯11塊5
[219:15] 這個
[219:18] 這裡沒有喝過很清爽的口感
[219:20] 然後呢
[219:21] 荔枝的味道再加
[219:23] 我們那個清爽荔枝味道
[219:24] 再加我們的海鹽
[219:25] 再加我們的海鹽
[219:26] 非常非常好喝
[219:28] 很清爽
[219:29] 好不好
[219:29] 很清爽
[219:30] 然後還可以自己調配水
[219:32] 搭果汁什麼的
[219:33] 可以調配成不同的
[219:34] 不同的風味
[219:35] 然後不同的風味
[219:36] 來
[219:36] 線上價值要690塊
[219:39] 然後
[219:39] 夏季限定
[219:41] 我建議大家不要只加一盒喔
[219:43] 加一盒你會後悔喔
[219:44] 因為你看
[219:45] 一杯今天開到11塊
[219:47] 你去
[219:48] 你去小清
[219:49] 買的11塊買的到飲料嘛
[219:51] 不可能
[219:52] 好不好
[219:53] 那你今天可以買到日東出品的
[219:55] 這個海鹽限定跟荔枝的
[219:57] 這個風味飲
[219:58] 來
[219:58] 這裡多桶
[219:59] 我現場喝我覺得超好喝
[220:02] 好不好我覺得超好喝
[220:03] 來這個要自己加了喔
[220:05] A43
[220:06] 好不好
[220:06] A43
[220:07] 所以你要賣那個了嗎
[220:08] 我
[220:09] 照片倒不太到
[220:10] 那影片倒不太到
[220:11] 我們就直接給他們看吧
[220:12] 我準備那個了
[220:15] 什麼 相片倒不太到
[220:16] 影片倒不太到
[220:18] 好來
[220:18] 再來很多人再問這個好不好
[220:21] 我們就先出給大家
[220:23] 因為很多人在問
[220:24] 來
[220:24] 這個是
[220:25] 好事多
[220:26] 這是夠
[220:27] 現在非常火紅的好不好
[220:29] 非常火紅的隔夜夜班
[220:30] 它不只是日本好事多
[220:32] 全球好事多都在搶這款
[220:34] 全球好事多都在搶的
[220:36] 我們等一下跟你們講一下
[220:38] 它要怎麼泡好不好
[220:39] 剛A43真的很好喝喔
[220:40] 你們就一杯11塊
[220:42] 你千萬不要只買一箱
[220:44] 你會後悔好不好
[220:45] 那個真的很好喝
[220:46] 然後喝起來非常的清爽
[220:48] 喝起來非常的清爽
[220:49] 來
[220:50] 這個
[220:51] 你要來介紹嗎
[220:52] 好 來跟你們講一下
[220:53] 來 你們這個叫什麼
[220:55] 他們這個是現在
[220:56] 它剛有泡一個我打開
[220:56] 這裡啊
[220:58] 有撕開的耶
[220:58] 好
[221:00] 它去哪來了
[221:01] 來
[221:02] 我跟你講
[221:03] 這個是
[221:05] 這個是不是只有日本在想
[221:08] 它全世界都在搶這包
[221:10] 全世界的好事多都在搶這包
[221:12] 等一下跟大家介紹一下好不好
[221:14] 它這個叫做什麼
[221:15] 它是要做我們的
[221:16] 有機閣業業賣
[221:19] 有機閣業那個
[221:20] 企壓值業賣美國口味的
[221:21] 加拿大的 加拿大的
[221:23] 沒錯
[221:23] 加拿大的
[221:25] 那我剛好像找到一個
[221:26] 來
[221:27] 剛剛有在等這個幫我刷一排等
[221:29] 好不好
[221:29] 剛剛有在等這一個
[221:31] 這一個一直問的
[221:32] 幫我刷一排等
[221:33] 我看有多少人從剛剛等到現在
[221:35] 好不好
[221:35] 我看有多少人從剛剛等到現在
[221:37] 很多人等我們等一下才開田田家
[221:40] 好不好
[221:40] 很多人等我們才開田田家
[221:42] 所以你現在要幹嘛
[221:43] 我看這個是不是 對
[221:44] 來 我跟他講
[221:46] 它是加拿大的有機
[221:48] 有機 然後隔夜企壓值業賣
[221:50] 什麼叫隔夜
[221:51] 就是我們建議前一晚先泡起來
[221:54] 它裡面有有機業賣
[221:55] 我先給它給你們倒出來
[221:56] 給你們看一下
[221:58] 來 你們看一下
[221:58] 它是粉狀
[221:59] 對
[222:01] 它是這樣子粉狀
[222:03] 然後有機業賣
[222:04] 裡面有什麼
[222:05] Omega3
[222:06] 還有企壓值
[222:07] 跟那個美國果乾
[222:09] 然後你看有顏色
[222:10] 但它沒有添加任何人工香料
[222:12] 色素跟防腐劑
[222:14] 超級超級健康
[222:16] 沒錯
[222:16] 而且還有高膳食纖維
[222:18] 可以促進腸胃道滷洞
[222:20] 幫助消化
[222:21] 還可以怎樣
[222:21] 有飽足感
[222:23] 然後剛有說
[222:24] Omega3可以怎樣
[222:25] 穩定血糖
[222:26] 對
[222:26] 然後甜度非常的適中
[222:28] 不會太甜
[222:29] 也不會說不甜
[222:31] 喝起來味道很好喝
[222:32] 對 然後這個品牌
[222:33] 它是來自於加拿大的品牌
[222:35] 然後我跟你講
[222:36] 它這個風靡全球
[222:37] 現在包括日本也都在搶
[222:39] 然後我跟你講
[222:40] 台灣買不到
[222:41] 台灣買不到
[222:42] 你找代購買
[222:43] 我先跟你講
[222:43] 等一下
[222:44] 代購都賣900塊
[222:46] 1000塊
[222:47] 都快破千了
[222:48] 因為都搶不到了嘛
[222:49] 都搶不到
[222:49] 900你還買不到
[222:50] 我們今天不用
[222:51] 我們今天不用
[222:52] 大家都在等啦
[222:52] 我們今天不會賣你們900塊
[222:54] 我繼續介紹
[222:55] 我跟你講
[222:55] 它是使用那個
[222:56] 現在這個是
[222:57] 現在我們是用那個
[222:58] 日本Casso那邊
[222:59] 限定上架的
[223:00] 然後它結合
[223:01] 夜賣奇牙籽美國風味
[223:03] 你在
[223:04] 你一個早餐不用開貨
[223:05] 不用煮
[223:06] 你只需要
[223:07] 再前一碗
[223:08] 前一碗
[223:08] 然後把這個
[223:09] 跟加水
[223:10] 或加牛奶
[223:11] 或是你想要加豆漿
[223:13] 你想要加椰麥
[223:14] 加煎鴿啊
[223:15] 什麼都可以
[223:16] 然後你只要把它冰到冷藏裡面
[223:18] 冰到冰箱
[223:19] 就睡覺前嘛
[223:20] 你把它做一做
[223:21] 包冰箱裡面
[223:22] 隔天起床
[223:22] 它隔一天就會變成一個
[223:24] 冰冰涼涼的
[223:25] 夜賣杯
[223:26] 你們看到的這個
[223:28] 好啊
[223:29] 你可以自己加一點藍莓啊
[223:31] 像草莓啊
[223:33] 香蕉堅果優格啊
[223:35] 我跟你講
[223:35] 你只要一包這麼大一包
[223:37] 你可以大概可以用大概
[223:38] 16份早餐
[223:39] 16份早餐
[223:40] 一包是800克
[223:41] 可以泡成16次早餐
[223:43] 為什麼要這樣
[223:43] 因為它其實裡面
[223:44] 它是高營養的
[223:46] 剩餘纖維
[223:46] 然後還有那個
[223:47] Omega-3
[223:48] 豬腥的蛋白
[223:49] 然後我們的
[223:50] 奇牙籽
[223:50] 它就是黑浪有保足感
[223:52] 為什麼奇牙籽
[223:52] 奇牙籽它在最後會
[223:54] 包冰箱後
[223:55] 它會有那個
[223:56] 膨脹啊
[223:56] 膨脹
[223:57] 所以黑浪有保足感
[223:58] 然後所以它非常的健康
[223:59] 它吸收水分就會變Q彈凝膠
[224:02] 口感非常好
[224:02] 讓你保足感更持久
[224:04] 你加牛奶
[224:05] 豆漿 燕麥奶 杏仁奶
[224:06] 你甚至只是加水
[224:07] 都可以
[224:08] 都可以
[224:08] 然後加水果加優格
[224:10] 加堅果一起吃
[224:11] 對
[224:11] 讓你的營養更均衡
[224:13] 然後你大概就是50克
[224:14] 可以加那個
[224:15] 50克
[224:16] 50克的
[224:16] 我們給你們看一下
[224:17] 50克的這個
[224:18] 燕麥可以加125克的液體
[224:20] 這樣子去搭配
[224:21] 冷藏
[224:22] 兩個小時以上
[224:23] 以上賣冰箱兩個小時以上
[224:25] 它直接放隔夜
[224:26] 早上起來喝是最好的
[224:28] 好不好
[224:28] 像這樣子
[224:32] 它就加那個加水
[224:33] 你們也可以加牛奶
[224:35] 你看我們這就是加牛奶
[224:36] 加牛奶的
[224:37] 然後也把它攪一攪
[224:38] 冰到冷藏裡
[224:39] 隔天就是一份
[224:41] 好菜了
[224:42] 因為我們還沒有冰兩個小時
[224:44] 它就是你這樣子
[224:45] 它會就是
[224:47] 會凝固起來
[224:48] 凝固起來
[224:49] 會凝固起來
[224:49] 然後做一個很好吃
[224:51] 就有搭了燕麥
[224:52] 有加了
[224:54] 莓果 有加了齊牙籽
[224:55] 好不好
[224:56] 有沒有 大家都在等這一個
[224:58] 他從頭
[224:59] 從直播開始到直播尾巴
[225:01] 大概已經有100個人在問了
[225:03] 我們差點略攻
[225:04] 剛剛在那邊說還沒開賣
[225:05] 一定要隔夜先泡
[225:06] 它就叫做隔夜燕麥
[225:08] 就是兩個小時
[225:09] 你要冰在冰箱兩個小時
[225:11] 對
[225:12] 至少兩個小時
[225:13] 好不好 官方建議
[225:14] 你就是隔天泡完去睡
[225:15] 隔天前一天晚上去泡完
[225:17] 直接去睡覺
[225:18] 其實我們現在已經有開始有
[225:20] 在凝固的感覺
[225:22] 現在那個角色已經有凝固的感覺了
[225:24] 因為它裡面本身是牙籽
[225:25] 跟那個莓果
[225:27] 那我們現在是白色顏色
[225:29] 是因為我們加牛奶
[225:30] 我們今天要拿冰兩個小時後
[225:32] 它就可以是一個
[225:34] 一個很完美的早餐
[225:36] 然後你可以再加一點水果
[225:37] 優格 堅果一起搭配
[225:39] 它就是一份完美的早餐
[225:41] 完美的早餐
[225:42] 藍人的早餐
[225:43] 然後又營養又健康
[225:44] 挖一點 然後加一點水
[225:46] 加拿大來了
[225:47] 加拿大來了
[225:47] 沒錯
[225:48] 那當然這一款就是
[225:49] 已經是蜂蜜
[225:51] 現在一上架就是搶光
[225:53] 我跟你們講嘛
[225:54] 這些全部都是
[225:55] 我們今天去好市場
[225:56] 他說我們很幸運
[225:57] 這些全部都是其他直播組賣用的
[225:59] 好不好
[226:00] 半年沒出現了
[226:01] 已經半年沒出現了
[226:02] 已經半年沒出現了
[226:04] 半年沒出現了
[226:05] 這個跟大家講
[226:06] 如果你們等很久
[226:07] 我剛剛有講嘛
[226:08] 代購賣你們一包900
[226:09] 還不見得買得到
[226:10] 想半天
[226:12] 今天我們不會賣你們900
[226:13] 都讓你們等級整完了
[226:15] 好不好
[226:15] 來 今天A44
[226:17] A44
[226:18] 來 我們開一個加一的價錢
[226:20] 跟一個加三的主流價
[226:21] 你們放完就會長這樣子
[226:22] 然後加三以上的主流價
[226:23] 我覺得類似有一點
[226:24] 類似那種有
[226:26] 果凍感的那種感覺
[226:28] 然後你們上面如果今天要自己加
[226:29] 你沒有加也沒有關係
[226:30] 假設吃下面就很好吃了
[226:33] 那如果已經有搭配一些水果
[226:35] 莓果加起來更好吃
[226:37] 那下面的底
[226:38] 你如果今天想要加牛奶
[226:40] 它就有淡淡的奶香
[226:41] 你今天想要加豆漿
[226:43] 它就會有豆漿的香氣
[226:44] 你今天加水
[226:45] 它本身就是莓果的
[226:47] 莓果的香味
[226:48] 所以你不管怎樣做
[226:50] 它都不會
[226:51] 都是超級無敵好吃
[226:53] 然後又方便
[226:54] 來 把娘代購今天
[226:56] 然後他們說
[226:57] 這款已經半年沒出了
[226:59] 現在出了
[227:01] 代購都賣到912
[227:02] 今天大家從剛剛一開始
[227:05] 回家賣了
[227:06] A44嘉儀
[227:08] 來 今天給大家
[227:09] 加一包不用900塊
[227:11] 今天加一包799
[227:12] 蛤
[227:13] 來 還有加3的組合價
[227:15] 加3以上一包給你們699
[227:18] 699
[227:19] 三包
[227:20] 你不要拿去轉賣
[227:21] 這個好吃
[227:21] 你不要拿去轉賣
[227:23] 別人賣一包900多
[227:25] 我今天加3包以上一包699
[227:27] 你3包4包5包6包7包
[227:29] 8包9包10包
[227:30] 自己趕快吞起來
[227:31] 超級難賣
[227:32] 再講一次
[227:33] 他是來自
[227:33] 他是有有機的宴賣
[227:35] 然後呢
[227:36] Omega 3的旗牙紙
[227:38] 你負還Omega 3的旗牙紙
[227:40] 那裡面有那個莓果
[227:42] 所以你看起來
[227:43] 他有點那種粉粉的在裡面
[227:44] 他是那個不是人公社說
[227:46] 他就是莓果本人
[227:47] 莓果本人
[227:48] 那莓果本來就有花青素
[227:50] 對
[227:51] 就有花青素
[227:52] 來 非常好吃
[227:53] 他是旗牙紙宴賣家莓果
[227:55] 有賽斯纖維幫助排便
[227:57] 你在家裡就可以做一個那個
[227:59] 你去那個
[228:00] 對 網美早餐店
[228:01] 那個高級早餐店的
[228:02] 咖啡廳早餐的
[228:04] 早餐那個東西
[228:05] 那個等級的東西
[228:06] 兩三百塊錢
[228:07] 你今天怎樣
[228:08] 財賣你們家餐也上一包
[228:10] 六九九
[228:11] 校情我手上的
[228:12] 2020年7月
[228:14] 就跟你們講
[228:14] 他半年沒出現了
[228:16] 好
[228:17] 你們要的
[228:18] 最強光光
[228:19] 對
[228:20] 沒錯
[228:20] 他不是蜂蜜日本
[228:21] 然後他蜂蜜全球
[228:23] 蜂蜜全球
[228:24] 大家都在搶這個包
[228:25] 你們自己夾起來
[228:26] 當早餐
[228:27] 當下午點心都很方便
[228:28] 反正你就是提早
[228:29] 從提早把它泡好
[228:30] 放在冰箱
[228:31] 想吃的時候就拿出來吃
[228:33] 沒錯
[228:33] 好不好
[228:34] 想吃的時候就拿出來吃
[228:34] 那餅乾也可以自己去調
[228:36] 因為你喜歡比較濃稠的
[228:37] 或你比較喜歡稀
[228:38] 比較稀一點的
[228:39] 你們就可以按照你的水分
[228:40] 那我們這邊建議你就是
[228:42] 你們可以用50克的這個
[228:44] 50克裡面的粉末
[228:45] 然後加上125克的
[228:47] 125ml的液體
[228:48] 你要想要125ml的牛奶啊
[228:51] 豆漿啊 燕麥奶啊
[228:53] 什麼杏仁奶什麼
[228:54] 反正你想要水也可以
[228:56] 都沒問題
[228:57] 他有付那個植物性難買
[228:58] 你本身如果有在運動
[228:59] 有在控管體重的
[229:01] 對
[229:01] 非常適合就是來買這一款好不好
[229:03] 都是你今天準備
[229:04] 你們就在家裡買一個優格嘛
[229:07] 早餐可買一個優格
[229:08] 然後你不跟這個paint
[229:09] 買原味優格跟這個
[229:10] 哇
[229:10] 你自己可以DI會出一個
[229:11] 超級精緻的優格
[229:13] 我這我跟你講
[229:14] 我這外面都900多一包
[229:15] 你還買不到哦
[229:17] 我今天賣你們這個
[229:18] 這麼優惠的價格哦
[229:19] 你們不買你真的搶不到
[229:21] 我跟你講
[229:22] 你真的搶不到
[229:22] 你們剛剛看看有多少人問
[229:24] 剛剛我這會不會問到
[229:26] 實在是傻眼了好不好
[229:27] 真的
[229:27] 你看他有多紅
[229:29] 好不好 你看有多紅
[229:29] 有不好人一直問
[229:31] 對 大家要推走了
[229:31] 我跟你講
[229:32] 你看嘛
[229:33] 我隨便別人賣900多
[229:35] 我隨便賣你900一包
[229:37] 我賣你三包也要2000期
[229:39] 但我現在賣你699
[229:40] 699三包2097
[229:43] 我直接整個就是買二送一
[229:44] 重點
[229:45] 真的買二送一
[229:46] 900多不見得還買得到
[229:47] 還買得到了
[229:48] 就你900多搞不好還買不到
[229:50] 你今天今天加三一包699
[229:52] 帶回家
